,Chord,Chromagram
85,Em,"[[0.5969504  0.5067563  0.66933    ... 0.9779343  0.6259147  0.        ]
 [0.38019198 0.29151246 0.40503508 ... 0.955237   0.6202716  0.        ]
 [0.33381927 0.2976077  0.38801616 ... 0.9219318  0.6958953  0.        ]
 ...
 [1.         0.78103644 1.         ... 0.80914265 0.7198846  0.        ]
 [0.75043994 0.5985972  0.8608028  ... 0.9902803  0.5588757  0.        ]
 [0.58535343 0.5365149  0.94438475 ... 1.         0.55413824 0.        ]]"
86,Em,"[[0.07405066 0.11982179 0.23900959 ... 0.31009752 0.32002574 0.3552638 ]
 [0.03020868 0.06782108 0.13782808 ... 0.04067136 0.03702477 0.04585312]
 [0.05361235 0.06919246 0.07818522 ... 0.10401992 0.10645574 0.11312547]
 ...
 [0.80213255 1.         1.         ... 0.06889275 0.07297773 0.06115036]
 [1.         0.88120735 0.90665114 ... 0.16124783 0.15029171 0.19007753]
 [0.43020433 0.47305664 0.46726575 ... 1.         1.         1.        ]]"
87,Em,"[[0.25765374 0.38673553 0.4098575  ... 0.         0.         0.        ]
 [0.28977996 0.44527745 0.4193529  ... 0.         0.         0.        ]
 [0.3798176  0.49615997 0.3913469  ... 0.         0.         0.        ]
 ...
 [0.93928784 1.         1.         ... 0.         0.         0.        ]
 [0.5256514  0.7092214  0.6218295  ... 0.         0.         0.        ]
 [0.27789658 0.4150031  0.41633877 ... 0.         0.         0.        ]]"
88,Em,"[[0.6593641  0.62306243 0.6952861  ... 0.04068466 0.03945231 0.8400921 ]
 [0.5569468  0.70638806 0.9450227  ... 0.18002415 0.16284816 0.48170152]
 [0.59777623 0.562401   0.86557394 ... 0.6187634  0.5917338  0.47540528]
 ...
 [0.8920499  0.92986596 0.7890399  ... 0.09573635 0.08133072 0.40753683]
 [1.         1.         0.9514435  ... 0.0288751  0.03287714 0.85068613]
 [0.7725524  0.79904336 0.63798994 ... 0.01829484 0.02652918 1.        ]]"
89,Em,"[[0.06437488 0.17015737 0.18218361 0.1632335  0.9093917  0.23026207
  0.07440135 0.3383366  0.7350367  0.56609416 0.13433398 0.01048398
  0.00756619 0.03342731 0.08371932 0.2317831  0.48655802 0.41812155
  0.4225208  0.49287602 0.44589996 0.40957502 0.3981821  0.41061115
  0.44641095 0.4903026  0.5379031  0.5787137  0.62093604 0.6503073
  0.6639396  0.6633743  0.66282237 0.66743773 0.67261434 0.6736026
  0.67949325 0.6843789  0.6876315  0.6854865  0.68387705 0.68227774
  0.6805011  0.6808516  0.68411696 0.6843712  0.685407   0.6921268
  0.7011409  0.70591325 0.7190398  0.7338603  0.74371415 0.75828594
  0.78162336 0.78814214 0.8044509  0.816294   0.8626272  0.85863966
  0.87088853 0.8798329  0.42421544 0.30023292 0.26441056 0.1195399
  0.14172363 0.36435345 0.34519616 0.09742825 0.1942559  0.43293545
  0.433889   0.4670043 ]
 [0.04179991 0.11387037 0.13527723 0.14560261 1.         0.2996856
  0.09282506 0.26593536 0.21633887 0.0638703  0.01311597 0.00337799
  0.00233063 0.00393662 0.01341946 0.03356409 0.06937943 0.06710982
  0.07758302 0.10586754 0.10571324 0.10333075 0.10065056 0.10067376
  0.10404096 0.10531116 0.10893366 0.10980029 0.11391702 0.11669955
  0.11659094 0.11449552 0.11184913 0.11193801 0.11291869 0.11340295
  0.11536247 0.11570042 0.11712766 0.11860504 0.12083057 0.12387719
  0.12364192 0.12649441 0.12835626 0.13155039 0.13521571 0.13860948
  0.14332826 0.14605457 0.15443583 0.16414002 0.17154723 0.18337412
  0.1973395  0.2120579  0.22514753 0.2392269  0.26125556 0.27596363
  0.26946232 0.3191946  0.14412479 0.0920661  0.10694527 0.02830909
  0.04224757 0.19932778 0.20362839 0.06492295 0.11040962 0.13149117
  0.080412   0.07294665]
 [0.04407623 0.10417576 0.14884803 0.1543427  0.9193199  0.37598664
  0.10099573 0.12155762 0.04797991 0.01035534 0.01305232 0.0065821
  0.00542974 0.00603855 0.00945407 0.0253114  0.04085113 0.04814471
  0.0706015  0.09513249 0.08681159 0.07113297 0.07071376 0.07731909
  0.08459213 0.08359562 0.08051971 0.07950962 0.08481777 0.09379388
  0.09512477 0.08806248 0.08092893 0.07461101 0.07856127 0.07786334
  0.07824949 0.07084899 0.06598408 0.06839653 0.07385304 0.07945745
  0.0740978  0.06974178 0.06793664 0.07244118 0.07403491 0.06945644
  0.06036025 0.0521449  0.05361083 0.05924243 0.05753624 0.05281255
  0.04747388 0.05739526 0.0694166  0.07623643 0.07199763 0.06760444
  0.06058873 0.11351525 0.08967523 0.06054066 0.08270575 0.04878259
  0.06783216 0.23351005 0.22552735 0.10995421 0.1535602  0.20410135
  0.14373274 0.13491668]
 [0.06641357 0.13859932 0.20942831 0.2145039  0.9221558  0.6925566
  0.30983216 0.17592318 0.0363034  0.0187255  0.02804359 0.00969836
  0.01688037 0.03075145 0.04241943 0.09932291 0.17192702 0.20611313
  0.2534098  0.32969102 0.35247794 0.3481373  0.3492998  0.35175914
  0.35725212 0.36251786 0.36759633 0.37488815 0.37981325 0.3863206
  0.38450083 0.37714142 0.37549216 0.36817852 0.37254715 0.36514717
  0.36603084 0.36063936 0.35325706 0.3452059  0.33357543 0.32414415
  0.30772677 0.29466197 0.2836347  0.2716911  0.25605372 0.24311863
  0.23133576 0.21653862 0.20733242 0.19920595 0.18965678 0.1810968
  0.17192054 0.17599483 0.1736599  0.16916995 0.17275925 0.14321144
  0.17474385 0.19697236 0.21576768 0.18847679 0.24321762 0.27282992
  0.33050507 0.5170073  0.4834615  0.23992717 0.28312442 0.43010342
  0.40813673 0.3855732 ]
 [0.09451769 0.1769787  0.30193555 0.27053168 0.9441397  1.
  1.         1.         0.14480719 0.08942333 0.09390457 0.01775142
  0.0444534  0.09090432 0.13067487 0.27043557 0.47867286 0.5813201
  0.7035191  0.925699   1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  0.98986435 0.9751669  0.9726802  0.97403604 0.9827778  0.9807658
  0.97986376 0.97694224 0.95960784 0.93152136 0.89330804 0.85460883
  0.81465316 0.77851623 0.75246024 0.7236972  0.696177   0.680973
  0.67190194 0.6620063  0.6608403  0.66167426 0.6608358  0.6539012
  0.6558063  0.68364984 0.6773652  0.6780495  0.6833435  0.64053875
  0.76751125 0.92531747 1.         1.         1.         1.
  1.         1.         1.         0.51072186 0.5523323  1.
  1.         1.        ]
 [0.14517725 0.27687013 0.33646023 0.27510002 0.7950322  0.66427165
  0.53340316 0.5040095  0.0971858  0.05867921 0.20013052 0.05817485
  0.06600714 0.07715324 0.09471938 0.18414082 0.31334516 0.34793183
  0.40396664 0.53912884 0.56365985 0.53851324 0.55929273 0.55999404
  0.5546494  0.5593669  0.5771541  0.5725138  0.575026   0.5902923
  0.5881703  0.5733582  0.5720978  0.5794995  0.5766823  0.5753192
  0.57182235 0.5735174  0.5634324  0.5473415  0.5268788  0.50549895
  0.48568732 0.4608278  0.44806927 0.4319262  0.41124997 0.3985265
  0.38932243 0.3803208  0.37176892 0.36530834 0.36423358 0.35706788
  0.35335726 0.36356208 0.36346203 0.36342368 0.34426197 0.32934627
  0.39377102 0.49093324 0.53672665 0.51769894 0.52592534 0.50400573
  0.7043913  0.53783554 0.79492027 0.6316939  0.4443392  0.8566731
  0.5850549  0.7788685 ]
 [0.3146871  0.43045264 0.4275243  0.32061544 0.6872435  0.37385243
  0.18687744 0.12955213 0.10951183 0.09172533 0.5614299  0.41665384
  0.22799103 0.28281686 0.26879618 0.33025223 0.42434976 0.39721048
  0.3356731  0.38520736 0.37355885 0.2654152  0.2285212  0.21764049
  0.20351687 0.15321812 0.15073189 0.14861152 0.13174309 0.12699234
  0.12784076 0.12632631 0.11572623 0.12082361 0.11513594 0.1277382
  0.12792191 0.13843963 0.13554527 0.14487807 0.13175866 0.12242301
  0.11982267 0.11880308 0.11512373 0.11159439 0.12370868 0.12045307
  0.12247646 0.11477435 0.13108604 0.1205804  0.13167521 0.13381782
  0.15419811 0.15646496 0.16641365 0.17769495 0.17755109 0.18397085
  0.2062127  0.34154308 0.41185743 0.47281453 0.38731077 0.31765658
  0.49662852 0.45077407 0.4206623  0.53159374 0.5706581  0.68164355
  0.36307186 0.4427228 ]
 [0.5836727  0.5500066  0.61843264 0.6060271  0.63667244 0.40822092
  0.34955567 0.29714212 0.26160464 0.11998737 0.9415392  1.
  1.         1.         1.         1.         1.         1.
  1.         1.         0.7641386  0.54307365 0.4477532  0.32091278
  0.24118093 0.174325   0.14454736 0.11178724 0.09120323 0.07775943
  0.05810092 0.0552673  0.04375775 0.05259635 0.04285231 0.05579341
  0.0469856  0.06634121 0.06023419 0.06944484 0.06241666 0.06771499
  0.0667632  0.06505239 0.07384384 0.0666794  0.08006226 0.07078499
  0.09458785 0.07499541 0.09825761 0.08222044 0.11526973 0.09590912
  0.12656033 0.12031741 0.14967568 0.14618345 0.15535083 0.16230828
  0.18910633 0.33287382 0.38421962 0.43508884 0.31495962 0.31062543
  0.307773   0.40052998 0.37549707 0.48175454 0.7205164  0.44555426
  0.20072366 0.21510148]
 [0.8579563  0.71250015 0.7565205  0.9790464  0.6151742  0.4047331
  0.3330755  0.587723   0.35000974 0.2689769  1.         0.71263695
  0.55002767 0.5030032  0.6094804  0.40889472 0.3841231  0.49319774
  0.52068275 0.53754133 0.44164744 0.33409488 0.2997501  0.26090306
  0.21101618 0.178479   0.16578315 0.1593227  0.146309   0.1350041
  0.12404966 0.11618971 0.11196198 0.11044312 0.1104099  0.11015114
  0.11081389 0.11267126 0.11916133 0.11940075 0.12183151 0.11723343
  0.12504303 0.12497841 0.13128148 0.12691593 0.13646366 0.1383434
  0.15260337 0.14807028 0.1635829  0.1679252  0.18830112 0.18878086
  0.21888301 0.22865224 0.25922346 0.27123347 0.29984942 0.3030537
  0.36836833 0.5217778  0.63356715 0.7057986  0.658403   0.4390325
  0.3163384  0.49374533 0.8304261  1.         1.         0.33762503
  0.1517519  0.17186224]
 [0.91135675 0.95451474 0.92898995 1.         0.6120476  0.2766876
  0.130764   0.32351342 0.21841587 0.04383533 0.33276054 0.12960248
  0.06857936 0.05030512 0.08722758 0.08485011 0.11573743 0.07848641
  0.11396028 0.10034621 0.12326536 0.09325959 0.09675091 0.09202953
  0.08320016 0.08231377 0.07642649 0.07954453 0.07459604 0.07553762
  0.07126053 0.0701285  0.06757634 0.06806399 0.0673868  0.06820254
  0.06835024 0.069893   0.07197754 0.0719646  0.07341108 0.07365727
  0.07459322 0.07721531 0.07796293 0.08032734 0.08244561 0.08675826
  0.09023757 0.09382834 0.09974959 0.10663594 0.11287444 0.12132125
  0.13391314 0.14514087 0.15284406 0.17071271 0.18211551 0.20297699
  0.19162533 0.3032422  0.2229633  0.26293725 0.21806663 0.14178644
  0.09975445 0.21614717 0.31623396 0.35925004 0.5726725  0.23355757
  0.06710967 0.09759241]
 [1.         1.         1.         0.85544795 0.70266694 0.19538651
  0.05993563 0.541555   0.4476687  0.2894495  0.15472749 0.00782148
  0.00721971 0.02008871 0.03842968 0.07943593 0.21600191 0.12096824
  0.18425885 0.20816803 0.2162249  0.18851654 0.19656053 0.19673921
  0.21200787 0.2264608  0.24329382 0.2621838  0.27467313 0.28694555
  0.29126891 0.2889258  0.2897554  0.29026672 0.2911328  0.29402873
  0.29676223 0.30044997 0.3051129  0.30878514 0.31301945 0.31607217
  0.319839   0.3264741  0.33038184 0.335845   0.34212202 0.34845287
  0.35586983 0.3675108  0.38022876 0.39238343 0.40729395 0.42655274
  0.450736   0.47040206 0.49001694 0.5209065  0.5383911  0.5632302
  0.53767896 0.56246966 0.28503865 0.2065781  0.08847766 0.06571046
  0.11174531 0.22053614 0.20895037 0.1500326  0.18987267 0.3554212
  0.19598262 0.32236534]
 [0.4435972  0.46179536 0.39945617 0.3495809  0.8075973  0.2063345
  0.07974571 0.52975327 1.         1.         0.26448268 0.01461115
  0.01959528 0.0607403  0.12578794 0.32701984 0.6898181  0.5359202
  0.57581943 0.63154393 0.53565186 0.46121114 0.4631963  0.49797004
  0.57593745 0.65930384 0.7531977  0.83767575 0.911354   0.9695087
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         0.5924093  0.47755402 0.35277712 0.24456203
  0.25747558 0.37169105 0.30960742 0.13442047 0.22988507 0.783774
  0.80556166 0.9265416 ]]"
90,Em,"[[0.6786686  0.716194   0.58317614 ... 0.         0.         0.        ]
 [0.5383906  0.48074847 0.44147006 ... 0.         0.         0.        ]
 [0.5609121  0.39828306 0.3552355  ... 0.         0.         0.        ]
 ...
 [0.7221438  0.8385728  0.7742122  ... 0.         0.         0.        ]
 [0.8568547  1.         1.         ... 0.         0.         0.        ]
 [0.7294174  0.779368   0.69753534 ... 0.         0.         0.        ]]"
91,Em,"[[0.34024173 0.4715064  0.70471096 ... 0.03801776 0.10766492 0.8503178 ]
 [0.5942032  0.8011657  1.         ... 0.1513563  0.16918026 0.31225914]
 [1.         1.         0.6876749  ... 0.5003934  0.4610902  0.09352423]
 ...
 [0.6855362  0.60381734 0.839347   ... 0.13340077 0.11203612 0.2030302 ]
 [0.6364798  0.54249305 0.8479068  ... 0.05453074 0.08630256 0.65415174]
 [0.380439   0.44524062 0.69725436 ... 0.02837945 0.09492336 1.        ]]"
92,Em,"[[0.29927298 0.1655893  0.31257904 ... 0.6489244  0.7653707  0.9554049 ]
 [0.24015036 0.15755776 0.37064102 ... 0.23011734 0.31718582 0.73032236]
 [0.46460316 0.3773604  0.57580614 ... 0.27610916 0.34403366 0.7180286 ]
 ...
 [0.22583894 0.03881211 0.07281402 ... 0.14227231 0.14584856 0.22760098]
 [0.32256034 0.09687451 0.12053563 ... 0.5993842  0.567831   0.591803  ]
 [0.41439733 0.24698168 0.2423029  ... 1.         1.         0.9773726 ]]"
93,Em,"[[0.500591   0.37856942 0.8122521  ... 0.8376709  0.8379852  0.92932355]
 [0.63965917 0.4183909  1.         ... 0.20754601 0.20725012 0.40781188]
 [0.57569504 0.3774518  0.7497924  ... 0.0398057  0.0348522  0.16078795]
 ...
 [0.7188063  0.771094   0.8256872  ... 0.232038   0.24303034 0.3468653 ]
 [0.69043463 1.         0.92859083 ... 0.821107   0.82565826 0.82457966]
 [0.5025669  0.4309411  0.517344   ... 1.         1.         1.        ]]"
94,Em,"[[0.0759704  0.14553428 0.15958905 ... 0.0202625  0.01616985 0.01710679]
 [0.07412454 0.13733843 0.13915521 ... 0.00683824 0.00659121 0.00750665]
 [0.07022001 0.12083749 0.15269347 ... 0.01189965 0.01346122 0.00995711]
 ...
 [1.         0.97546446 0.993166   ... 0.80035734 0.91794854 1.        ]
 [0.8713957  1.         1.         ... 1.         1.         0.9117118 ]
 [0.3218864  0.4100286  0.44932696 ... 0.40915558 0.2973126  0.20065305]]"
95,Em,"[[0.05874571 0.0777271  0.08178359 ... 0.463176   0.70612407 1.        ]
 [0.0982788  0.12266175 0.24090485 ... 0.06852362 0.10795731 0.3346489 ]
 [0.19033392 0.4183095  0.69117534 ... 0.09627353 0.11919574 0.18799022]
 ...
 [0.05359609 0.05120444 0.083574   ... 0.2797583  0.2998916  0.16661134]
 [0.03005435 0.02994333 0.06106094 ... 0.16761547 0.29155225 0.2996961 ]
 [0.03175949 0.03068617 0.04579894 ... 0.5944754  1.         0.97467023]]"
96,Em,"[[0.32025456 0.27133018 0.08175389 ... 0.6141097  0.58822876 0.6593872 ]
 [0.6228873  0.66996324 0.08754421 ... 0.30996433 0.34024996 0.60660714]
 [0.8961759  0.75800145 0.2721515  ... 0.5082326  0.77170986 1.        ]
 ...
 [0.11277504 0.17863828 0.08184662 ... 0.23215863 0.35646707 0.3831731 ]
 [0.08260892 0.31863979 0.14312047 ... 0.754386   0.7251915  0.5304191 ]
 [0.18768601 0.39472577 0.11756805 ... 1.         1.         0.8506946 ]]"
97,Em,"[[0.6568813  0.44061014 0.4557173  ... 0.         0.         0.        ]
 [0.1832299  0.04130945 0.05018001 ... 0.         0.         0.        ]
 [0.06934968 0.0193729  0.01735317 ... 0.         0.         0.        ]
 ...
 [0.24433723 0.14310437 0.22363079 ... 0.         0.         0.        ]
 [0.6797735  0.36882147 0.32343987 ... 0.         0.         0.        ]
 [1.         1.         1.         ... 0.         0.         0.        ]]"
98,Em,"[[0.00996979 0.00917052 0.08421355 ... 0.3327766  0.42530853 0.4316519 ]
 [0.00544899 0.00489105 0.05770748 ... 0.19763733 0.30662823 0.3603507 ]
 [0.00778922 0.00727347 0.04349416 ... 0.49689868 0.57090753 0.5610318 ]
 ...
 [0.8447651  0.7957924  1.         ... 0.0783195  0.22707178 0.86577886]
 [1.         1.         0.8876716  ... 0.3004901  0.53886384 1.        ]
 [0.15470333 0.1631407  0.23656072 ... 1.         1.         0.80608386]]"
99,Em,"[[0.01281837 0.01574192 0.01164647 ... 0.13655312 0.20022435 0.3413129 ]
 [0.00827506 0.00808475 0.00436919 ... 0.02400036 0.04495814 0.22017896]
 [0.01254775 0.01673939 0.01311116 ... 0.03933709 0.10113209 0.3467863 ]
 ...
 [0.8483258  0.95306265 1.         ... 0.04911767 0.13832203 0.4115177 ]
 [0.7531524  0.9695603  0.9292208  ... 0.0751335  0.18465573 0.37934458]
 [0.13335244 0.20218807 0.19792381 ... 0.38882273 0.44416508 0.41779673]]"
100,Em,"[[0.15154737 0.15727107 0.89713603 ... 0.39728323 0.4108963  0.5738612 ]
 [0.1659476  0.18306594 0.8857318  ... 0.03842291 0.03145258 0.12486052]
 [0.19307034 0.22563803 0.8278003  ... 0.05295243 0.02915803 0.11232803]
 ...
 [0.71293014 0.94372183 0.7341233  ... 0.17978507 0.12726505 0.18999667]
 [1.         0.95770407 0.8452413  ... 0.22923928 0.18678366 0.2636307 ]
 [0.30783132 0.33667928 1.         ... 0.9160586  0.8757645  0.85697526]]"
101,Em,"[[0.6041772  0.26035818 0.13505274 ... 0.9983694  0.8154944  0.7660587 ]
 [0.6264749  0.24025251 0.15086551 ... 1.         1.         1.        ]
 [0.88658756 0.51208633 0.43588313 ... 0.6354713  0.6270147  0.822935  ]
 ...
 [0.4461762  0.15774904 0.09623673 ... 0.85583097 0.37119883 0.6470631 ]
 [0.43759575 0.1901963  0.10911401 ... 0.8352364  0.58167386 0.62622035]
 [0.6933703  0.40367997 0.24505927 ... 0.89118147 0.672297   0.5409659 ]]"
102,Em,"[[0.2914125  0.22075966 0.595572   ... 0.9002653  0.52771443 0.48496062]
 [0.22163087 0.25171128 0.35587886 ... 0.4252676  0.19841048 0.11216504]
 [0.24284261 0.3669735  0.16589129 ... 0.16454418 0.20541929 0.19925402]
 ...
 [1.         1.         0.95149887 ... 0.31080592 0.16527987 0.05083976]
 [0.87240446 0.8168647  1.         ... 0.7567159  0.4433243  0.23630157]
 [0.5354607  0.410933   0.8471899  ... 1.         1.         1.        ]]"
103,Em,"[[0.5043835  0.43532604 0.49400687 ... 0.09032931 0.09532893 0.2945714 ]
 [0.38443336 0.3950338  0.34690914 ... 0.38805306 0.41372108 0.5049207 ]
 [0.41239694 0.49128515 0.40589926 ... 0.905422   0.93105024 0.6079359 ]
 ...
 [0.94290364 0.78380007 0.56669426 ... 0.14240478 0.15234071 0.58705145]
 [1.         1.         0.58734274 ... 0.03337738 0.03993983 0.9715181 ]
 [0.78141284 0.5484974  0.55465025 ... 0.02656723 0.04238055 1.        ]]"
104,Em,"[[0.8540482  0.5865448  0.40645853 ... 0.26070487 0.10648989 0.30111477]
 [0.9172596  0.65509725 0.48472983 ... 0.3367876  0.13545588 0.33929014]
 [1.         0.8488745  0.5914909  ... 0.48438954 0.4942321  0.8350098 ]
 ...
 [0.51280195 0.3072404  0.3110806  ... 0.1356721  0.11179878 0.43315023]
 [0.60915    0.37668073 0.32722133 ... 0.14218473 0.06788546 0.30757007]
 [0.77926135 0.53722113 0.3673579  ... 0.17873473 0.09342109 0.38237742]]"
105,Em,"[[0.50581723 0.34204987 0.12997605 ... 0.04165391 0.02887679 0.10532835]
 [0.64543456 0.50858605 0.34190494 ... 0.06690536 0.0571099  0.09700435]
 [1.         1.         1.         ... 0.1644895  0.14111139 0.18762404]
 ...
 [0.25367376 0.48799944 0.17482662 ... 0.17675003 0.1473479  0.16011435]
 [0.31168517 0.27000093 0.0939308  ... 0.06643432 0.04228223 0.10182836]
 [0.27555746 0.22643441 0.09883573 ... 0.04553501 0.02240169 0.10032487]]"
106,Em,"[[0.15790159 0.15193827 0.16265185 ... 0.88649887 0.95285934 1.        ]
 [0.27698955 0.17226656 0.19979367 ... 0.29019117 0.36668402 0.4755826 ]
 [0.7597167  0.51199454 0.5651673  ... 0.48649067 0.66322166 0.66837835]
 ...
 [0.3519223  0.08738896 0.11736674 ... 0.19270338 0.25838408 0.60905474]
 [0.21935816 0.08631673 0.11394339 ... 0.40698647 0.43723178 0.61711484]
 [0.19408552 0.15234105 0.15529935 ... 1.         1.         0.9761587 ]]"
107,Em,"[[0.03996129 0.06392868 0.07303163 ... 0.5230626  0.5493528  0.7854624 ]
 [0.12784587 0.13820772 0.10267662 ... 0.11318648 0.12953283 0.30043092]
 [0.799408   0.6447018  0.21385239 ... 0.09696519 0.14344986 0.27051276]
 ...
 [0.14478128 0.24950251 0.21406561 ... 0.05801776 0.10855195 0.2636583 ]
 [0.03681631 0.09005984 0.10866827 ... 0.32042953 0.44197854 0.6287732 ]
 [0.04491762 0.1325573  0.15554082 ... 1.         1.         1.        ]]"
108,Em,"[[0.12405039 0.09199923 0.07338833 ... 0.16719298 1.         1.        ]
 [0.1688821  0.16670841 0.15698212 ... 0.0841916  0.47593483 0.56072706]
 [0.39511415 0.608046   0.6134838  ... 0.03615384 0.12240648 0.26959515]
 ...
 [0.15009323 0.1424045  0.09347752 ... 0.25662825 0.29105076 0.2088738 ]
 [0.08231019 0.05766695 0.04326387 ... 0.12495566 0.44660002 0.45571938]
 [0.07610879 0.05097012 0.05088237 ... 0.15236613 0.8377947  0.90000373]]"
109,Em,"[[0.00619134 0.00574317 0.00733004 ... 0.14551967 0.25424904 0.33025718]
 [0.00619996 0.00503873 0.00651609 ... 0.08736825 0.193182   0.30488747]
 [0.010421   0.00945141 0.01170554 ... 0.18883091 0.2631601  0.4554228 ]
 ...
 [1.         1.         1.         ... 0.38753325 0.7397121  0.81000555]
 [0.6500682  0.5819324  0.818419   ... 0.18004107 0.39412808 0.62107885]
 [0.10771064 0.09194343 0.12096376 ... 0.19183676 0.3357005  0.4742416 ]]"
110,Em,"[[0.75787395 0.69684184 0.48820695 ... 0.95003784 0.72969925 0.3874903 ]
 [0.6605331  0.6132647  0.19549066 ... 0.92915314 0.49600425 0.43259528]
 [0.5450827  0.4449994  0.12354136 ... 0.9779744  0.66819614 0.48792592]
 ...
 [0.8691948  0.5417875  0.30034125 ... 0.75939834 0.48878327 0.30368647]
 [0.65003854 0.3566533  0.58993256 ... 1.         0.8934122  0.47016835]
 [0.6745689  0.4194746  0.688836   ... 0.8355712  1.         0.46991253]]"
111,Em,"[[0.27010602 0.9827317  0.9817912  ... 0.05160383 0.1086505  0.35067675]
 [0.18333328 0.38935927 0.29262197 ... 0.02013628 0.034135   0.09124272]
 [0.9196778  0.7933496  0.2919083  ... 0.03740497 0.05488536 0.12990534]
 ...
 [0.321639   0.39631188 0.57124686 ... 0.727299   0.8093685  1.        ]
 [0.290258   0.3812842  0.36322623 ... 0.19651908 0.22670577 0.29055882]
 [0.3434231  1.         1.         ... 0.07001136 0.14721884 0.5493462 ]]"
112,Em,"[[0.36956775 0.0970294  0.06879409 ... 0.02172537 0.11619998 0.33015347]
 [0.3412246  0.13451159 0.07414887 ... 0.01154521 0.0243939  0.06459219]
 [0.78571206 0.6005001  0.2940478  ... 0.06589953 0.12223731 0.289215  ]
 ...
 [0.30141425 0.05789181 0.04107839 ... 0.11707258 0.22832896 0.42546496]
 [0.3178862  0.08388935 0.05313888 ... 0.03314133 0.05946066 0.12439426]
 [0.4587396  0.1737349  0.08608613 ... 0.01828086 0.11107761 0.30519402]]"
113,Em,"[[0.01016706 0.01140602 0.0145146  ... 0.19066077 0.1967542  0.12827806]
 [0.0072879  0.00816658 0.00778871 ... 0.1964504  0.15039735 0.12091952]
 [0.01199452 0.01128217 0.01020717 ... 0.21177225 0.15860678 0.2061004 ]
 ...
 [1.         0.8882313  0.89880043 ... 0.2366765  0.15874171 0.28686413]
 [0.8960073  1.         1.         ... 0.19400185 0.17891265 0.24827303]
 [0.20732138 0.17713213 0.23162824 ... 0.20084493 0.1913404  0.17743675]]"
114,Em,"[[0.08958734 0.66322    0.7223733  ... 0.1377159  0.19346522 0.2363964 ]
 [0.0919936  0.53800625 0.71469504 ... 0.10029477 0.15332031 0.2380608 ]
 [0.09540512 0.385106   0.51774824 ... 0.09840944 0.16255559 0.3297066 ]
 ...
 [0.90812176 0.8072763  0.6593347  ... 0.24550724 0.35792252 0.5001449 ]
 [1.         1.         0.6607429  ... 0.14960086 0.22115263 0.24699982]
 [0.21002908 0.7797468  0.5762294  ... 0.15755841 0.20687608 0.21863666]]"
115,Em,"[[0.228661   0.18429615 0.05616698 ... 0.12947977 0.20143919 0.30372092]
 [0.26645556 0.23365419 0.07210357 ... 0.03978268 0.07661708 0.1418966 ]
 [0.26530695 0.5069407  0.16770948 ... 0.06345136 0.05570949 0.128596  ]
 ...
 [0.30038503 0.13812296 0.04158054 ... 0.03719329 0.03297505 0.10619019]
 [0.45008627 0.22045559 0.06705382 ... 0.1295283  0.09753559 0.23521924]
 [0.43476343 0.40227494 0.24103683 ... 0.31678542 0.30184367 0.41184142]]"
116,Em,"[[0.31735834 0.45674202 0.3259861  ... 0.6866296  0.36258802 0.57290184]
 [0.20012295 0.3059321  0.27148554 ... 0.71863544 0.49102142 0.4808964 ]
 [0.16805066 0.16007541 0.17574282 ... 0.6150662  0.54234964 0.5856236 ]
 ...
 [0.1965446  0.19574426 0.28592348 ... 0.7071819  0.40207538 0.5232916 ]
 [0.25269344 0.5935985  0.7871864  ... 0.8698247  0.3598118  0.47954673]
 [0.4276315  0.73012125 0.8223884  ... 0.8609242  0.36376125 0.56440777]]"
117,Em,"[[0.00952167 0.0062018  0.00760924 ... 0.87689763 0.90733355 0.9072265 ]
 [0.00574439 0.00486962 0.00558843 ... 0.20708397 0.23158476 0.3831515 ]
 [0.01376591 0.011226   0.01097408 ... 0.04129076 0.04459966 0.16796657]
 ...
 [1.         1.         1.         ... 0.27737087 0.23230395 0.403811  ]
 [0.58834887 0.63707745 0.8476937  ... 0.83019185 0.7901047  0.8560409 ]
 [0.09571993 0.08195578 0.10310961 ... 1.         1.         1.        ]]"
118,Em,"[[0.09986226 0.3691192  0.5974523  ... 0.26597282 0.39648873 0.4003169 ]
 [0.06008242 0.34297544 0.21850793 ... 0.4852488  0.6235027  0.6408136 ]
 [0.04747027 0.1591811  0.12254825 ... 0.6576389  1.         0.9506135 ]
 ...
 [0.04134448 0.26325417 0.19585556 ... 0.7077679  0.39005625 0.5863258 ]
 [0.07054395 0.4391135  0.67313004 ... 1.         0.5362147  0.5627691 ]
 [0.09034187 0.43582258 1.         ... 0.3866625  0.37081125 0.35567784]]"
119,Em,"[[0.06903818 0.14609005 0.05564024 ... 0.3384557  0.01392683 0.00924643]
 [0.04112657 0.08227529 0.06660773 ... 0.10566004 0.00819482 0.00651581]
 [0.22517176 0.2719938  0.28519994 ... 0.14934866 0.02563623 0.02405353]
 ...
 [0.14560066 0.16606279 0.08191969 ... 1.         0.27892196 0.23380688]
 [0.08464538 0.15702383 0.07690927 ... 0.23812811 0.08006995 0.06984318]
 [0.05607691 0.16933677 0.0871431  ... 0.45433924 0.02244668 0.0170412 ]]"
